4294A REV1.11
"DATE: Dec 28 2017"


"MEASURE PARAMETER: IMPEDANCE MAG PHASE (DEG)"
"ADAPTER: NONE"
"SWEEP TYPE: LIN FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
4.00000000000e+01	7.191689e+01	0.000000e+00
5.03980000000e+03	6.164053e-01	0.000000e+00
1.00396000000e+04	3.244764e-01	0.000000e+00
1.50394000000e+04	2.283088e-01	0.000000e+00
2.00392000000e+04	1.814524e-01	0.000000e+00
2.50390000000e+04	1.575667e-01	0.000000e+00
3.00388000000e+04	1.398487e-01	0.000000e+00
3.50386000000e+04	1.295968e-01	0.000000e+00
4.00384000000e+04	1.216447e-01	0.000000e+00
4.50382000000e+04	1.142143e-01	0.000000e+00
5.00380000000e+04	1.121660e-01	0.000000e+00
5.50378000000e+04	1.061859e-01	0.000000e+00
6.00376000000e+04	1.034358e-01	0.000000e+00
6.50374000000e+04	1.018749e-01	0.000000e+00
7.00372000000e+04	1.005184e-01	0.000000e+00
7.50370000000e+04	9.805097e-02	0.000000e+00
8.00368000000e+04	9.743483e-02	0.000000e+00
8.50366000000e+04	9.626549e-02	0.000000e+00
9.00364000000e+04	9.541017e-02	0.000000e+00
9.50362000000e+04	9.522524e-02	0.000000e+00
1.00036000000e+05	9.505704e-02	0.000000e+00
1.05035800000e+05	9.418477e-02	0.000000e+00
1.10035600000e+05	9.435327e-02	0.000000e+00
1.15035400000e+05	9.150501e-02	0.000000e+00
1.20035200000e+05	9.305705e-02	0.000000e+00
1.25035000000e+05	9.016732e-02	0.000000e+00
1.30034800000e+05	9.128961e-02	0.000000e+00
1.35034600000e+05	9.051463e-02	0.000000e+00
1.40034400000e+05	9.363727e-02	0.000000e+00
1.45034200000e+05	9.133999e-02	0.000000e+00
1.50034000000e+05	9.251377e-02	0.000000e+00
