4294A REV1.11
"DATE: Dec 28 2017"


"MEASURE PARAMETER: Cs - Rs"
"ADAPTER: NONE"
"SWEEP TYPE: LIN FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
1.85032600000e+05	3.522707e-04	0.000000e+00
1.90032400000e+05	4.444845e-04	0.000000e+00
1.95032200000e+05	4.260278e-04	0.000000e+00
2.00032000000e+05	4.408153e-04	0.000000e+00
2.05031800000e+05	5.238713e-04	0.000000e+00
2.10031600000e+05	-3.655547e-04	0.000000e+00
2.15031400000e+05	2.494254e-03	0.000000e+00
2.20031200000e+05	-2.749696e-04	0.000000e+00
2.25031000000e+05	-2.364437e-04	0.000000e+00
2.30030800000e+05	-3.712353e-04	0.000000e+00
2.35030600000e+05	-9.767703e-05	0.000000e+00
2.40030400000e+05	-1.145776e-04	0.000000e+00
2.45030200000e+05	-1.053084e-04	0.000000e+00
2.50030000000e+05	-9.282258e-05	0.000000e+00
2.55029800000e+05	-8.279167e-05	0.000000e+00
2.60029600000e+05	-9.740097e-05	0.000000e+00
2.65029400000e+05	-5.749203e-05	0.000000e+00
2.70029200000e+05	-5.758872e-05	0.000000e+00
2.75029000000e+05	-7.172734e-05	0.000000e+00
2.80028800000e+05	-5.034952e-05	0.000000e+00
2.85028600000e+05	-4.287859e-05	0.000000e+00
2.90028400000e+05	-5.243848e-05	0.000000e+00
2.95028200000e+05	-4.821279e-05	0.000000e+00
3.00028000000e+05	-3.928127e-05	0.000000e+00
3.05027800000e+05	-3.933254e-05	0.000000e+00
3.10027600000e+05	-3.281173e-05	0.000000e+00
3.15027400000e+05	-3.109292e-05	0.000000e+00
3.20027200000e+05	-3.094340e-05	0.000000e+00
3.25027000000e+05	-3.345405e-05	0.000000e+00
3.30026800000e+05	-3.046260e-05	0.000000e+00
3.35026600000e+05	-2.598815e-05	0.000000e+00
3.40026400000e+05	-2.746565e-05	0.000000e+00
3.45026200000e+05	-2.955321e-05	0.000000e+00
3.50026000000e+05	-2.527383e-05	0.000000e+00
3.55025800000e+05	-2.126714e-05	0.000000e+00
3.60025600000e+05	-1.981959e-05	0.000000e+00
3.65025400000e+05	-2.317504e-05	0.000000e+00
3.70025200000e+05	-1.899486e-05	0.000000e+00
3.75025000000e+05	-1.997700e-05	0.000000e+00
3.80024800000e+05	-1.984372e-05	0.000000e+00
3.85024600000e+05	-1.942413e-05	0.000000e+00
3.90024400000e+05	-1.777371e-05	0.000000e+00
3.95024200000e+05	-1.674031e-05	0.000000e+00
4.00024000000e+05	-1.710533e-05	0.000000e+00
4.05023800000e+05	-1.528180e-05	0.000000e+00
4.10023600000e+05	-1.516878e-05	0.000000e+00
4.15023400000e+05	-1.497262e-05	0.000000e+00
4.20023200000e+05	-1.388281e-05	0.000000e+00
4.25023000000e+05	-1.374219e-05	0.000000e+00
4.30022800000e+05	-1.420603e-05	0.000000e+00
4.35022600000e+05	-1.300433e-05	0.000000e+00
4.40022400000e+05	-1.211571e-05	0.000000e+00
4.45022200000e+05	-1.291789e-05	0.000000e+00
4.50022000000e+05	-1.223848e-05	0.000000e+00
4.55021800000e+05	-1.153562e-05	0.000000e+00
4.60021600000e+05	-1.147743e-05	0.000000e+00
4.65021400000e+05	-1.139517e-05	0.000000e+00
4.70021200000e+05	-1.007702e-05	0.000000e+00
4.75021000000e+05	-1.058788e-05	0.000000e+00
4.80020800000e+05	-1.014566e-05	0.000000e+00
4.85020600000e+05	-1.043785e-05	0.000000e+00
4.90020400000e+05	-9.470121e-06	0.000000e+00
4.95020200000e+05	-9.761462e-06	0.000000e+00
5.00020000000e+05	-9.434666e-06	0.000000e+00
5.05019800000e+05	-9.206651e-06	0.000000e+00
5.10019600000e+05	-8.670228e-06	0.000000e+00
5.15019400000e+05	-8.772431e-06	0.000000e+00
5.20019200000e+05	-8.460540e-06	0.000000e+00
5.25019000000e+05	-8.216887e-06	0.000000e+00
5.30018800000e+05	-8.408399e-06	0.000000e+00
5.35018600000e+05	-8.013520e-06	0.000000e+00
5.40018400000e+05	-7.483385e-06	0.000000e+00
5.45018200000e+05	-7.499510e-06	0.000000e+00
5.50018000000e+05	-7.343085e-06	0.000000e+00
5.55017800000e+05	-7.541655e-06	0.000000e+00
5.60017600000e+05	-7.104433e-06	0.000000e+00
5.65017400000e+05	-6.903006e-06	0.000000e+00
5.70017200000e+05	-6.885677e-06	0.000000e+00
5.75017000000e+05	-6.189008e-06	0.000000e+00
5.80016800000e+05	-6.299770e-06	0.000000e+00
5.85016600000e+05	-6.490655e-06	0.000000e+00
5.90016400000e+05	-6.379709e-06	0.000000e+00
5.95016200000e+05	-6.101830e-06	0.000000e+00
6.00016000000e+05	-6.137611e-06	0.000000e+00
6.05015800000e+05	-5.653794e-06	0.000000e+00
6.10015600000e+05	-5.800506e-06	0.000000e+00
6.15015400000e+05	-5.618104e-06	0.000000e+00
6.20015200000e+05	-5.687029e-06	0.000000e+00
6.25015000000e+05	-5.597313e-06	0.000000e+00
6.30014800000e+05	-5.494649e-06	0.000000e+00
6.35014600000e+05	-5.027331e-06	0.000000e+00
6.40014400000e+05	-5.066565e-06	0.000000e+00
6.45014200000e+05	-4.904378e-06	0.000000e+00
6.50014000000e+05	-5.009545e-06	0.000000e+00
6.55013800000e+05	-4.781662e-06	0.000000e+00
6.60013600000e+05	-4.703966e-06	0.000000e+00
6.65013400000e+05	-4.850039e-06	0.000000e+00
6.70013200000e+05	-4.751284e-06	0.000000e+00
6.75013000000e+05	-4.451173e-06	0.000000e+00
6.80012800000e+05	-4.380059e-06	0.000000e+00
6.85012600000e+05	-4.399135e-06	0.000000e+00
6.90012400000e+05	-4.479195e-06	0.000000e+00
6.95012200000e+05	-4.316519e-06	0.000000e+00
7.00012000000e+05	-4.207428e-06	0.000000e+00
7.05011800000e+05	-4.155578e-06	0.000000e+00
7.10011600000e+05	-4.108278e-06	0.000000e+00
7.15011400000e+05	-4.063768e-06	0.000000e+00
7.20011200000e+05	-4.006885e-06	0.000000e+00
7.25011000000e+05	-3.729462e-06	0.000000e+00
7.30010800000e+05	-3.715625e-06	0.000000e+00
7.35010600000e+05	-3.828638e-06	0.000000e+00
7.40010400000e+05	-3.709762e-06	0.000000e+00
7.45010200000e+05	-3.600445e-06	0.000000e+00
7.50010000000e+05	-3.569273e-06	0.000000e+00
7.55009800000e+05	-3.550483e-06	0.000000e+00
7.60009600000e+05	-3.459951e-06	0.000000e+00
7.65009400000e+05	-3.412408e-06	0.000000e+00
7.70009200000e+05	-3.352725e-06	0.000000e+00
7.75009000000e+05	-3.248914e-06	0.000000e+00
7.80008800000e+05	-3.340831e-06	0.000000e+00
7.85008600000e+05	-3.273616e-06	0.000000e+00
7.90008400000e+05	-3.158736e-06	0.000000e+00
7.95008200000e+05	-3.191686e-06	0.000000e+00
8.00008000000e+05	-3.040457e-06	0.000000e+00
8.05007800000e+05	-2.920516e-06	0.000000e+00
8.10007600000e+05	-3.124123e-06	0.000000e+00
8.15007400000e+05	-2.953416e-06	0.000000e+00
8.20007200000e+05	-2.971967e-06	0.000000e+00
8.25007000000e+05	-2.900601e-06	0.000000e+00
8.30006800000e+05	-2.918077e-06	0.000000e+00
8.35006600000e+05	-2.834470e-06	0.000000e+00
8.40006400000e+05	-2.854948e-06	0.000000e+00
8.45006200000e+05	-2.750855e-06	0.000000e+00
8.50006000000e+05	-2.680835e-06	0.000000e+00
8.55005800000e+05	-2.709047e-06	0.000000e+00
8.60005600000e+05	-2.677988e-06	0.000000e+00
8.65005400000e+05	-2.685291e-06	0.000000e+00
8.70005200000e+05	-2.605548e-06	0.000000e+00
8.75005000000e+05	-2.621107e-06	0.000000e+00
8.80004800000e+05	-2.589728e-06	0.000000e+00
8.85004600000e+05	-2.501887e-06	0.000000e+00
8.90004400000e+05	-2.504695e-06	0.000000e+00
8.95004200000e+05	-2.479547e-06	0.000000e+00
9.00004000000e+05	-2.446309e-06	0.000000e+00
9.05003800000e+05	-2.422211e-06	0.000000e+00
9.10003600000e+05	-2.355340e-06	0.000000e+00
9.15003400000e+05	-2.326951e-06	0.000000e+00
9.20003200000e+05	-2.331122e-06	0.000000e+00
9.25003000000e+05	-2.314406e-06	0.000000e+00
9.30002800000e+05	-2.226386e-06	0.000000e+00
9.35002600000e+05	-2.251533e-06	0.000000e+00
9.40002400000e+05	-2.179612e-06	0.000000e+00
9.45002200000e+05	-2.172583e-06	0.000000e+00
9.50002000000e+05	-2.227842e-06	0.000000e+00
9.55001800000e+05	-2.128738e-06	0.000000e+00
9.60001600000e+05	-2.145436e-06	0.000000e+00
9.65001400000e+05	-2.083728e-06	0.000000e+00
9.70001200000e+05	-2.027554e-06	0.000000e+00
9.75001000000e+05	-2.035468e-06	0.000000e+00
9.80000800000e+05	-2.006560e-06	0.000000e+00
9.85000600000e+05	-1.968277e-06	0.000000e+00
9.90000400000e+05	-1.983670e-06	0.000000e+00
9.95000200000e+05	-1.969021e-06	0.000000e+00
1.00000000000e+06	-1.944804e-06	0.000000e+00


"TRACE: B"
"FORMAT: LINEAR"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
4.00000000000e+01	1.005018e+00	0.000000e+00
5.03980000000e+03	1.057999e-01	0.000000e+00
1.00396000000e+04	9.736931e-02	0.000000e+00
1.50394000000e+04	9.703329e-02	0.000000e+00
2.00392000000e+04	9.520108e-02	0.000000e+00
2.50390000000e+04	9.517029e-02	0.000000e+00
3.00388000000e+04	9.463523e-02	0.000000e+00
3.50386000000e+04	9.274024e-02	0.000000e+00
4.00384000000e+04	9.511554e-02	0.000000e+00
4.50382000000e+04	9.261924e-02	0.000000e+00
5.00380000000e+04	9.334400e-02	0.000000e+00
5.50378000000e+04	9.233871e-02	0.000000e+00
6.00376000000e+04	8.968197e-02	0.000000e+00
6.50374000000e+04	9.031144e-02	0.000000e+00
7.00372000000e+04	9.152232e-02	0.000000e+00
7.50370000000e+04	9.135346e-02	0.000000e+00
8.00368000000e+04	9.319462e-02	0.000000e+00
8.50366000000e+04	9.271006e-02	0.000000e+00
9.00364000000e+04	9.046432e-02	0.000000e+00
9.50362000000e+04	9.140058e-02	0.000000e+00
1.00036000000e+05	9.077936e-02	0.000000e+00
1.05035800000e+05	9.078929e-02	0.000000e+00
1.10035600000e+05	9.390058e-02	0.000000e+00
1.15035400000e+05	9.066348e-02	0.000000e+00
1.20035200000e+05	8.945197e-02	0.000000e+00
1.25035000000e+05	9.062101e-02	0.000000e+00
1.30034800000e+05	8.885193e-02	0.000000e+00
1.35034600000e+05	9.001632e-02	0.000000e+00
1.40034400000e+05	9.264757e-02	0.000000e+00
1.45034200000e+05	9.104609e-02	0.000000e+00
1.50034000000e+05	9.080327e-02	0.000000e+00
1.55033800000e+05	8.939607e-02	0.000000e+00
1.60033600000e+05	9.147561e-02	0.000000e+00
1.65033400000e+05	8.996785e-02	0.000000e+00
1.70033200000e+05	8.873355e-02	0.000000e+00
1.75033000000e+05	9.021652e-02	0.000000e+00
1.80032800000e+05	8.861566e-02	0.000000e+00
1.85032600000e+05	8.927853e-02	0.000000e+00
1.90032400000e+05	9.051935e-02	0.000000e+00
1.95032200000e+05	9.017847e-02	0.000000e+00
2.00032000000e+05	9.105307e-02	0.000000e+00
2.05031800000e+05	8.788627e-02	0.000000e+00
2.10031600000e+05	8.847250e-02	0.000000e+00
2.15031400000e+05	9.027630e-02	0.000000e+00
2.20031200000e+05	8.929889e-02	0.000000e+00
2.25031000000e+05	8.750832e-02	0.000000e+00
2.30030800000e+05	8.883500e-02	0.000000e+00
2.35030600000e+05	9.045401e-02	0.000000e+00
2.40030400000e+05	9.181032e-02	0.000000e+00
2.45030200000e+05	9.068042e-02	0.000000e+00
2.50030000000e+05	8.730894e-02	0.000000e+00
2.55029800000e+05	8.919303e-02	0.000000e+00
2.60029600000e+05	8.831495e-02	0.000000e+00
2.65029400000e+05	8.823453e-02	0.000000e+00
2.70029200000e+05	9.099333e-02	0.000000e+00
2.75029000000e+05	8.899932e-02	0.000000e+00
2.80028800000e+05	8.892474e-02	0.000000e+00
2.85028600000e+05	8.885844e-02	0.000000e+00
2.90028400000e+05	8.910123e-02	0.000000e+00
2.95028200000e+05	8.958264e-02	0.000000e+00
3.00028000000e+05	8.948770e-02	0.000000e+00
3.05027800000e+05	9.102032e-02	0.000000e+00
3.10027600000e+05	8.922020e-02	0.000000e+00
3.15027400000e+05	9.049426e-02	0.000000e+00
3.20027200000e+05	8.932693e-02	0.000000e+00
3.25027000000e+05	8.954626e-02	0.000000e+00
3.30026800000e+05	8.884454e-02	0.000000e+00
3.35026600000e+05	8.681811e-02	0.000000e+00
3.40026400000e+05	8.796582e-02	0.000000e+00
3.45026200000e+05	8.889844e-02	0.000000e+00
3.50026000000e+05	8.758716e-02	0.000000e+00
3.55025800000e+05	8.699062e-02	0.000000e+00
3.60025600000e+05	8.733812e-02	0.000000e+00
3.65025400000e+05	8.817928e-02	0.000000e+00
3.70025200000e+05	8.813515e-02	0.000000e+00
3.75025000000e+05	8.778207e-02	0.000000e+00
3.80024800000e+05	8.934176e-02	0.000000e+00
3.85024600000e+05	8.793812e-02	0.000000e+00
3.90024400000e+05	8.798192e-02	0.000000e+00
3.95024200000e+05	8.834924e-02	0.000000e+00
4.00024000000e+05	8.963072e-02	0.000000e+00
4.05023800000e+05	8.605796e-02	0.000000e+00
4.10023600000e+05	8.898364e-02	0.000000e+00
4.15023400000e+05	8.838595e-02	0.000000e+00
4.20023200000e+05	8.810265e-02	0.000000e+00
4.25023000000e+05	8.835550e-02	0.000000e+00
4.30022800000e+05	8.629933e-02	0.000000e+00
4.35022600000e+05	8.723436e-02	0.000000e+00
4.40022400000e+05	8.853653e-02	0.000000e+00
4.45022200000e+05	8.622397e-02	0.000000e+00
4.50022000000e+05	8.646835e-02	0.000000e+00
4.55021800000e+05	8.834010e-02	0.000000e+00
4.60021600000e+05	8.697645e-02	0.000000e+00
4.65021400000e+05	8.431274e-02	0.000000e+00
4.70021200000e+05	8.780175e-02	0.000000e+00
4.75021000000e+05	8.710422e-02	0.000000e+00
4.80020800000e+05	8.800115e-02	0.000000e+00
4.85020600000e+05	9.110498e-02	0.000000e+00
4.90020400000e+05	8.837909e-02	0.000000e+00
4.95020200000e+05	8.711909e-02	0.000000e+00
5.00020000000e+05	8.866729e-02	0.000000e+00
5.05019800000e+05	8.893596e-02	0.000000e+00
5.10019600000e+05	8.541512e-02	0.000000e+00
5.15019400000e+05	8.685313e-02	0.000000e+00
5.20019200000e+05	8.810429e-02	0.000000e+00
5.25019000000e+05	8.724691e-02	0.000000e+00
5.30018800000e+05	8.495221e-02	0.000000e+00
5.35018600000e+05	8.885925e-02	0.000000e+00
5.40018400000e+05	8.713758e-02	0.000000e+00
5.45018200000e+05	8.715726e-02	0.000000e+00
5.50018000000e+05	8.912100e-02	0.000000e+00
5.55017800000e+05	8.764443e-02	0.000000e+00
5.60017600000e+05	8.555773e-02	0.000000e+00
5.65017400000e+05	8.679725e-02	0.000000e+00
5.70017200000e+05	8.844112e-02	0.000000e+00
5.75017000000e+05	8.932354e-02	0.000000e+00
5.80016800000e+05	8.783628e-02	0.000000e+00
5.85016600000e+05	8.805941e-02	0.000000e+00
5.90016400000e+05	8.595052e-02	0.000000e+00
5.95016200000e+05	8.516668e-02	0.000000e+00
6.00016000000e+05	8.905835e-02	0.000000e+00
6.05015800000e+05	8.820397e-02	0.000000e+00
6.10015600000e+05	8.567017e-02	0.000000e+00
6.15015400000e+05	8.865565e-02	0.000000e+00
6.20015200000e+05	8.680850e-02	0.000000e+00
6.25015000000e+05	8.814251e-02	0.000000e+00
6.30014800000e+05	8.555599e-02	0.000000e+00
6.35014600000e+05	8.745319e-02	0.000000e+00
6.40014400000e+05	8.669791e-02	0.000000e+00
6.45014200000e+05	8.727427e-02	0.000000e+00
6.50014000000e+05	8.683355e-02	0.000000e+00
6.55013800000e+05	8.694647e-02	0.000000e+00
6.60013600000e+05	8.773147e-02	0.000000e+00
6.65013400000e+05	8.399937e-02	0.000000e+00
6.70013200000e+05	8.600976e-02	0.000000e+00
6.75013000000e+05	8.626801e-02	0.000000e+00
6.80012800000e+05	8.609842e-02	0.000000e+00
6.85012600000e+05	8.834559e-02	0.000000e+00
6.90012400000e+05	8.760256e-02	0.000000e+00
6.95012200000e+05	8.842678e-02	0.000000e+00
7.00012000000e+05	8.603711e-02	0.000000e+00
7.05011800000e+05	8.587086e-02	0.000000e+00
7.10011600000e+05	8.777115e-02	0.000000e+00
7.15011400000e+05	8.555476e-02	0.000000e+00
7.20011200000e+05	8.678408e-02	0.000000e+00
7.25011000000e+05	8.530685e-02	0.000000e+00
7.30010800000e+05	8.777797e-02	0.000000e+00
7.35010600000e+05	8.752395e-02	0.000000e+00
7.40010400000e+05	8.690184e-02	0.000000e+00
7.45010200000e+05	8.763221e-02	0.000000e+00
7.50010000000e+05	8.761279e-02	0.000000e+00
7.55009800000e+05	8.837998e-02	0.000000e+00
7.60009600000e+05	8.735362e-02	0.000000e+00
7.65009400000e+05	8.625227e-02	0.000000e+00
7.70009200000e+05	8.655632e-02	0.000000e+00
7.75009000000e+05	8.597423e-02	0.000000e+00
7.80008800000e+05	8.836949e-02	0.000000e+00
7.85008600000e+05	8.582936e-02	0.000000e+00
7.90008400000e+05	8.669016e-02	0.000000e+00
7.95008200000e+05	8.603413e-02	0.000000e+00
8.00008000000e+05	8.518596e-02	0.000000e+00
8.05007800000e+05	8.729726e-02	0.000000e+00
8.10007600000e+05	8.719479e-02	0.000000e+00
8.15007400000e+05	8.537665e-02	0.000000e+00
8.20007200000e+05	8.601524e-02	0.000000e+00
8.25007000000e+05	8.737457e-02	0.000000e+00
8.30006800000e+05	8.516777e-02	0.000000e+00
8.35006600000e+05	8.829843e-02	0.000000e+00
8.40006400000e+05	8.579780e-02	0.000000e+00
8.45006200000e+05	8.605672e-02	0.000000e+00
8.50006000000e+05	8.643366e-02	0.000000e+00
8.55005800000e+05	8.530523e-02	0.000000e+00
8.60005600000e+05	8.425240e-02	0.000000e+00
8.65005400000e+05	8.844703e-02	0.000000e+00
8.70005200000e+05	8.890478e-02	0.000000e+00
8.75005000000e+05	8.732730e-02	0.000000e+00
8.80004800000e+05	8.497255e-02	0.000000e+00
8.85004600000e+05	8.642142e-02	0.000000e+00
8.90004400000e+05	8.626765e-02	0.000000e+00
8.95004200000e+05	8.849427e-02	0.000000e+00
9.00004000000e+05	8.726518e-02	0.000000e+00
9.05003800000e+05	8.365013e-02	0.000000e+00
9.10003600000e+05	8.520170e-02	0.000000e+00
9.15003400000e+05	8.694081e-02	0.000000e+00
9.20003200000e+05	8.647797e-02	0.000000e+00
9.25003000000e+05	8.788964e-02	0.000000e+00
9.30002800000e+05	8.701199e-02	0.000000e+00
9.35002600000e+05	8.635202e-02	0.000000e+00
9.40002400000e+05	8.839180e-02	0.000000e+00
9.45002200000e+05	8.395766e-02	0.000000e+00
9.50002000000e+05	8.420654e-02	0.000000e+00
9.55001800000e+05	8.616543e-02	0.000000e+00
9.60001600000e+05	8.743607e-02	0.000000e+00
9.65001400000e+05	8.324555e-02	0.000000e+00
9.70001200000e+05	8.720069e-02	0.000000e+00
9.75001000000e+05	8.584970e-02	0.000000e+00
9.80000800000e+05	8.503722e-02	0.000000e+00
9.85000600000e+05	8.578104e-02	0.000000e+00
9.90000400000e+05	8.665399e-02	0.000000e+00
9.95000200000e+05	8.640012e-02	0.000000e+00
1.00000000000e+06	8.562616e-02	0.000000e+00
